,sent_a,sent_b,label
317,Frank might ever boast about Melanie.,Might Frank ever boast about Melanie?,1.0
318,Dennis had ever begged Joel to stretch.,Had Dennis ever begged Joel to stretch?,1.0
319,Eric does ever prompt Dawn to write.,Does Eric ever prompt Dawn to write?,1.0
320,Ann would ever drink.,Would Ann ever drink?,1.0
321,Sharon did ever waste away.,Did Sharon ever waste away?,1.0
322,Some screen would ever disappear.,Would some screen ever disappear?,1.0
323,Does Gary ever believe Dennis to alarm Stephanie?,Gary does ever believe Dennis to alarm Stephanie.,0.0
324,That coat will ever warp.,Will that coat ever warp?,1.0
325,Had Suzanne ever sat down?,Suzanne had ever sat down.,0.0
326,Nina has ever descended that mountain.,Has Nina ever descended that mountain?,1.0
327,Did Jill ever die?,Jill did ever die.,0.0
328,Will Bradley ever mutter?,Bradley will ever mutter.,0.0
329,Have many children ever surrendered?,Many children have ever surrendered.,0.0
330,Would Stephen ever hide away?,Stephen would ever hide away.,0.0
331,Steven has ever badgered every man to sound like most senators.,Has Steven ever badgered every man to sound like most senators?,1.0
332,Students might ever see.,Might students ever see?,1.0
333,Will some bank ever profit?,Some bank will ever profit.,0.0
334,Andrea would ever encourage Beth to care for Charles.,Would Andrea ever encourage Beth to care for Charles?,1.0
335,Has Brad ever insulted Irene?,Brad has ever insulted Irene.,0.0
336,Vanessa could ever dislike Charles.,Could Vanessa ever dislike Charles?,1.0
337,Had Carl ever kissed Irene?,Carl had ever kissed Irene.,0.0
338,Will Christina ever try to observe Dawn?,Christina will ever try to observe Dawn.,0.0
339,Samuel did ever sneeze.,Did Samuel ever sneeze?,1.0
340,Should a lot of girls ever benefit?,A lot of girls should ever benefit.,0.0
341,Could some people ever chat?,Some people could ever chat.,0.0
342,Colleen had ever imagined those actresses have ordered Kevin to talk.,Had Colleen ever imagined those actresses have ordered Kevin to talk?,1.0
343,Has Sharon ever climbed down a hill?,Sharon has ever climbed down a hill.,0.0
344,Catherine might ever implore Kristin's cousins to speak up.,Might Catherine ever implore Kristin's cousins to speak up?,1.0
345,Have a lot of teachers ever kissed?,A lot of teachers have ever kissed.,0.0
346,Gary has ever argued.,Has Gary ever argued?,1.0
347,These blouses have ever shrunk.,Have these blouses ever shrunk?,1.0
348,Did Heather ever visit those closets?,Heather did ever visit those closets.,0.0
349,A lot of legislatures do ever profit.,Do a lot of legislatures ever profit?,1.0
350,Had Raymond ever murmured?,Raymond had ever murmured.,0.0
351,Has Amelia ever learned who aren't seeing?,Amelia has ever learned who aren't seeing.,0.0
352,Had Frank ever cleaned glasses?,Frank had ever cleaned glasses.,0.0
353,All hats do ever twist.,Do all hats ever twist?,1.0
354,Does that ice ever evaporate?,That ice does ever evaporate.,0.0
355,Had some vase ever tipped over?,Some vase had ever tipped over.,0.0
356,Steven has ever tried to die.,Has Steven ever tried to die?,1.0
357,Had Amy ever cooked?,Amy had ever cooked.,0.0
358,Has Deanna ever learned what won't negotiate?,Deanna has ever learned what won't negotiate.,0.0
359,Can Natalie ever criticize the senator?,Natalie can ever criticize the senator.,0.0
360,Had some convertibles ever stopped?,Some convertibles had ever stopped.,0.0
361,Could Janice ever play?,Janice could ever play.,0.0
362,Had Carol ever encouraged Phillip to take a lot of public parks?,Carol had ever encouraged Phillip to take a lot of public parks.,0.0
363,Had some government ever clashed?,Some government had ever clashed.,0.0
364,Had Christopher ever trained?,Christopher had ever trained.,0.0
365,Has Spain ever pushed these daughters of Melinda to go fishing?,Spain has ever pushed these daughters of Melinda to go fishing.,0.0
366,Would every bank ever work hard?,Every bank would ever work hard.,0.0
367,Danielle might ever go fishing.,Might Danielle ever go fishing?,1.0
368,Has that shirt ever flattened?,That shirt has ever flattened.,0.0
369,Every committee can ever testify.,Can every committee ever testify?,1.0
370,Many movies have ever disagreed with Jessica.,Have many movies ever disagreed with Jessica?,1.0
371,William should ever exercise.,Should William ever exercise?,1.0
372,James had ever dropped by this museum.,Had James ever dropped by this museum?,1.0
373,Jennifer did ever disappear.,Did Jennifer ever disappear?,1.0
374,Had the doctors ever intended to drop by most movie theaters?,The doctors had ever intended to drop by most movie theaters.,0.0
375,Does Liam ever come here?,Liam does ever come here.,0.0
376,Should Jodi ever argue?,Jodi should ever argue.,0.0
377,Should guests ever seem to suffer?,Guests should ever seem to suffer.,0.0
378,Would Julia ever scratch?,Julia would ever scratch.,0.0
379,Had Adam ever forgotten about who have hats?,Adam had ever forgotten about who have hats.,0.0
380,Carol has ever declared some ladies to shout.,Has Carol ever declared some ladies to shout?,1.0
381,The jacket does ever fold.,Does the jacket ever fold?,1.0
382,Some books had ever disagreed.,Had some books ever disagreed?,1.0
383,A waitress has ever hoped to take every carriage.,Has a waitress ever hoped to take every carriage?,1.0
384,Edward would ever watch Wendy.,Would Edward ever watch Wendy?,1.0
385,Carrie should ever answer.,Should Carrie ever answer?,1.0
386,These ladies have ever seen Kayla.,Have these ladies ever seen Kayla?,1.0
387,Wendy had ever proven to fold.,Had Wendy ever proven to fold?,1.0
388,Every child had ever left every guest.,Had every child ever left every guest?,1.0
389,Some children had ever reunited.,Had some children ever reunited?,1.0
390,A lot of waiters have ever whispered.,Have a lot of waiters ever whispered?,1.0
391,Rebecca has ever enticed the waiter to scratch.,Has Rebecca ever enticed the waiter to scratch?,1.0
392,Had some ladies ever answered?,Some ladies had ever answered.,0.0
393,Would the play ever disgust Karen?,The play would ever disgust Karen.,0.0
394,Could that child ever tour the malls?,That child could ever tour the malls.,0.0
395,Had Nicole ever believed Pamela to cheer?,Nicole had ever believed Pamela to cheer.,0.0
396,Irene would ever attempt to answer.,Would Irene ever attempt to answer?,1.0
397,Did the actors ever debate?,The actors did ever debate.,0.0
398,Does Linda ever insult Sheila?,Linda does ever insult Sheila.,0.0
399,The schools have ever required Edward to argue.,Have the schools ever required Edward to argue?,1.0
400,Todd can't yawn.,Todd can't walk through.,0.0
401,Some guests hadn't left.,Some guests hadn't boasted about.,0.0
402,This niece of Elizabeth walks through.,This niece of Elizabeth protests.,1.0
403,Regina is shouting.,Regina is boasting about.,0.0
404,This guest's plumber complains.,This guest's plumber wore.,0.0
405,Anna's grandmothers aren't benefiting.,Anna's grandmothers aren't arguing about.,0.0
406,Some glaciers are vaporizing.,Some glaciers are scaring.,0.0
407,Stephanie boasts about.,Stephanie succeeds.,1.0
408,Tara's contractors scream.,Tara's contractors drive to.,0.0
409,All gloves weren't crumpling.,All gloves weren't looking like.,0.0
410,Patricia's hairdressers hadn't cooked.,Patricia's hairdressers hadn't gone to.,0.0
411,The spotlights faded.,The spotlights scared.,0.0
412,The muffins were scaring.,The muffins were scorching.,1.0
413,Those friends of Sally were walking through.,Those friends of Sally were painting.,1.0
414,This screen does resemble.,This screen does brighten.,1.0
415,Danielle's podiatrists were succeeding.,Danielle's podiatrists were scaring.,0.0
416,A lot of cashiers should go to.,A lot of cashiers should collaborate.,1.0
417,The pepper blackened.,The pepper resembles.,0.0
418,Some skirts haven't scared.,Some skirts haven't unfolded.,1.0
419,Guy's French teachers arrived at.,Guy's French teachers die.,1.0
420,This shirt scares.,This shirt crumples.,1.0
421,Some cup resembles.,Some cup falls apart.,1.0
422,All grandmothers of Bill hadn't clashed.,All grandmothers of Bill hadn't arrived at.,0.0
423,Some convertible is scaring.,Some convertible is chipping.,1.0
424,Rachelle's partner chuckled.,Rachelle's partner dislikes.,0.0
425,These grandfathers of Ella cooperated.,These grandfathers of Ella boast about.,0.0
426,Most spotlights had looked like.,Most spotlights had dimmed.,1.0
427,Keith disliked.,Keith learns.,1.0
428,Andrea has concealed.,Andrea has donated.,1.0
429,Some sisters of Laurie weren't hunting.,Some sisters of Laurie weren't examining.,0.0
430,Brian looked like.,Brian argued.,1.0
431,Many teachers embrace.,Many teachers respected.,0.0
432,Larry cured.,Larry departs.,1.0
433,That fish resembles.,That fish chars.,1.0
434,Julia's colleagues fled from.,Julia's colleagues wave.,1.0
435,The waitresses haven't fallen asleep.,The waitresses haven't concealed.,0.0
436,Bethany murmured.,Bethany goes to.,0.0
437,Every shawl tightens.,Every shawl scared.,0.0
438,Some wheelbarrow looked like.,Some wheelbarrow shattered.,1.0
439,The dancer's daughters examined.,The dancer's daughters lie.,1.0
